dataHoraInicio,dataHoraFim,uriEvento,tipoDiscurso,urlTexto,urlAudio,urlVideo,keywords,sumario,transcricao,id,titulo,dataHoraInicio,dataHoraFim
2019-12-17T20:36,,,ORIENTAÇÃO DE BANCADA,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=J&Datain=19%2F12%2F2019&txPagina=87&txSuplemento=&enviar=Pesquisar,,,"ORIENTAÇÃO DE BANCADA, REQUERIMENTO DE DESTAQUE DE VOTAÇÃO EM SEPARADO, EMENDA, PLN 22/2019, PROJETO DE LEI DO CONGRESSO NACIONAL, PROJETO DE LEI ORÇAMENTÁRIA, BLOCO PARLAMENTAR, PARTIDO PROGRESSISTA (PP) (2003), MOVIMENTO DEMOCRÁTICO BRASILEIRO (MDB), PARTIDO TRABALHISTA BRASILEIRO (PTB) (1980), VOTO FAVORÁVEL.","Orientação de bancada na votação do requerimento de destaque  para votação em separado da emenda destinada à redução do valor do Fundo Especial de Financiamento de Campanha - Fundo Eleitoral, para o mínimo obrigatório determinado pela legislação.","O SR. ARTHUR LIRA (Bloco/PP - AL. Para orientar a bancada. Sem revisão do orador.) - Sr. Presidente, o bloco vai orientar ""sim"", como votou a CMO. 
Queremos fazer aqui um registro. A discussão do financiamento de campanha nunca vai chegar a um denominador nesta Casa nem em qualquer casa do mundo. Nós já utilizamos aqui o sistema privado. Estamos há duas eleições com essa proposta para utilizar o sistema público. Mas, acima de tudo, a democracia tem que ser preservada, sem demagogias e sem falsos moralismos. É a única opção para os mais de 30 partidos que existem hoje no Brasil. E o que é mais repugnante nessas falas é que muitos que votaram contra, já na eleição passada, utilizaram-se do fundo. E votarão contra agora e se utilizarão do fundo da mesma forma.
Portanto, além de tudo, nosso Bloco pede que a votação seja nominal, Sr. Presidente.",160541,Ordem do Dia,,
2020-02-05T20:28,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=6%2F2%2F2020&txPagina=190&txSuplemento=&enviar=Pesquisar,,,"PROCESSO LEGISLATIVO FEDERAL, MANDATO PARLAMENTAR, SUSPENSÃO, MAIORIA ABSOLUTA, QUÓRUM DE APROVAÇÃO, NECESSIDADE.",Necessidade de maioria absoluta de votos para suspensão de mandatos parlamentares.,"O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Sem revisão do orador.) - Sr. Presidente, nosso entendimento é na mesma linha do que acaba de dizer o Deputado Lafayette de Andrada. Posso estar equivocado, mas uma dúvida permaneceu no Plenário ao final da explicação de V.Exa.
O encaminhamento do nosso partido, concordando com o que disse o Deputado Lafayette de Andrada, é no sentido de que, para a manutenção da suspensão do mandato, deve-se alcançar 257 votos ou mais.",160541,Ordem do Dia,,
2020-03-04T16:28,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=J&Datain=5%2F3%2F2020&txPagina=135&txSuplemento=&enviar=Pesquisar,,,"PARTIDO PROGRESSISTA (PP) (2003), ACORDO, VOTAÇÃO, VETO PRESIDENCIAL, PROJETO DE LEI DO CONGRESSO NACIONAL. 
VETO 52/2019, VETO PARCIAL, PLN 51/2019, PROJETO DE LEI DO CONGRESSO NACIONAL, ALTERAÇÃO, LEI DE DIRETRIZES ORÇAMENTÁRIAS (LDO), PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORÁVEL.","Decisão do PP de apoio ao acordo para votação das matérias constantes na pauta. Participação do partido em acordo para manutenção do Veto Parcial nº 52, de 2019, aposto ao Projeto de Lei do Congresso Nacional nº 51, de 2019, acerca de alteração da Lei nº 13.898, de 2019, a respeito das diretrizes para elaboração e execução da Lei Orçamentária de 2020.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Sem revisão do orador.) - Muito obrigado, Presidente.
Como Líder do Partido Progressista, digo que o partido se reuniu nesta tarde.
Apesar das alterações propostas no primeiro acordo e das considerações regimentais propostas também pelos Senadores com relação ao PLN, a bancada do Partido Progressista avaliou tudo e decidiu que vai votar para limpar a pauta, honrando o acordo que fez com V.Exa., que exerce a Presidência do Congresso Nacional. Vamos limpar a pauta para votarmos o PLN na próxima terça-feira, fazendo, contudo, o alerta de que, relativamente à discussão dos vetos que vencem hoje, se não houver tempo para apreciarmos todos, que possamos pelo menos apreciar uma parte deles, ressaltando que meu partido só fez acordo de manutenção do Veto nº 52.
Quanto aos outros vetos, minha bancada votará como quiser. ANCINE, RECINE, Projeto Anticrime, essas são outras discussões. Isso não quer dizer que não possamos votar por cédula... O importante é que o acordo que fizemos foi no sentido da manutenção do veto do Orçamento. Nisso nós vamos andar, Presidente, e vamos limpar a pauta dos vetos.",160541,Ordem do Dia,,
2020-03-17T19:24,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=18%2F3%2F2020&txPagina=54&txSuplemento=&enviar=Pesquisar,,,,"Consulta à Presidência sobre a possibilidade de votação da Medida Provisória nº 899, de 2019, a respeito do estabelecimento de requisitos e condições para a realização entre a União, os devedores ou as partes adversas de transação, nas modalidades especificadas, mediante concessões mútuas, que importe em determinação de litígio e conseqüente extinção de crédito tributário, nos termos do art. 171 da Lei nº 5.172, de 1966 - Código Tributário Nacional.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Sem revisão do orador.) - Presidente, tenho uma dúvida a respeito da sessão que V.Exa. convocou para amanhã, não deliberativa. Ainda mais cedo, no seu gabinete, estávamos vendo a possibilidade - seria importante saber se podemos falar isso com as bancadas ou não - de acordo sobre a Medida Provisória nº 899, de 2019, uma MP que poderia ser votada amanhã.
O SR. PRESIDENTE (Rodrigo Maia. Bloco/DEM - RJ) - Pode ser uma decisão...
A SRA. PERPÉTUA ALMEIDA (PCdoB - AC) - Presidente, tenho uma dúvida.
O SR. PRESIDENTE (Rodrigo Maia. Bloco/DEM - RJ) - Eu posso chamar uma sessão extraordinária para amanhã de manhã, para tentar de hoje até amanhã construir um acordo.
O SR. ARTHUR LIRA (Bloco/PP - AL) - Poderia por acordo inclusive manter o painel de hoje, Presidente.
O SR. PRESIDENTE (Rodrigo Maia. Bloco/DEM - RJ) - Eu prefiro fazer o seguinte: marcar sessão extraordinária para amanhã de manhã, com Plenário pela manhã, e, havendo quórum e havendo acordo, votamos a Medida Provisória nº 899. Se não houver, votamos a MP 899 na próxima semana.
A SRA. PERPÉTUA ALMEIDA (PCdoB - AC) - Presidente, tenho uma pergunta.
O SR. ARTHUR LIRA (Bloco/PP - AL) - Mas ela não fica... O prazo dela...",160541,Ordem do Dia,,
2020-03-18T20:12,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=19%2F3%2F2020&txPagina=84&txSuplemento=&enviar=Pesquisar,,,"MPV 899/2019, MEDIDA PROVISÓRIA, REGULAMENTAÇÃO, TRANSAÇÃO TRIBUTÁRIA, RENEGOCIAÇÃO, DÍVIDA TRIBUTÁRIA, APROVAÇÃO, AVALIAÇÃO POSITIVA.
CORONAVÍRUS, PANDEMIA, COMBATE, CALAMIDADE PÚBLICA, PROVIDÊNCIAS, RECONHECIMENTO, AVALIAÇÃO POSITIVA.","Importância da união entre os Líderes partidários e os Parlamentares para a aprovação da Medida Provisória nº 899, de 2019, sobre o estabelecimento de requisitos e condições para a realização entre a  União, os devedores ou as partes adversas de transação, nas modalidades especificadas, mediante concessões mútuas, que importe em determinação de litígio e consequente extinção de crédito tributário, nos termos do art. 171 da Lei nº 5.172, de 1966 - Código Tributário Nacional, e do decreto presidencial sobre o reconhecimento de estado de calamidade pública no País em decorrência da pandemia de coronavírus.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Sem revisão do orador.) - Sr. Presidente, Srs. Deputados, na realidade, quero somente registrar a união das Lideranças dos partidos, dos Deputados e das Deputadas, em construir consenso para a votação desta medida provisória, que será muito importante na vida das empresas e dos contribuintes. Estabelece nova modalidade de parcelamento de débitos, ainda mais com algumas emendas aglutinativas - e quero deixar bem claro isto, Sr. Presidente -, que foram construídas em total acordo. Na sequência, o Líder do Governo vai poder afirmar isso. O acordo envolveu tanto a regulamentação do bônus sem incidir sobre as multas, como a questão das matérias relativas às multas do CARF - Conselho Administrativo de Recursos Fiscais e do seu voto de qualidade. Além disso, emenda aglutinativa do PSB possibilitou a extensão do prazo, de 120 para 145 meses.
Quero parabenizar todos que estão trabalhando num clima adverso como o de hoje. Este Congresso, de pé, como disse brilhantemente a Deputada Soraya Santos, cumpre sua obrigação com a Nação, votando o Decreto de Estado de Calamidade Pública e medida provisória importante como esta.
Muito obrigado, Sr. Presidente.",160541,Ordem do Dia,,
2020-03-25T20:04,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F3%2F2020&txPagina=37&txSuplemento=&enviar=Pesquisar,,,"ORIENTAÇÃO DE BANCADA, PL 786/2020, PROJETO DE LEI ORDINARIA, PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORAVEL.","Orientação de bancada na votação do Projeto de Lei nº 786, de 2020, sobre alteração da Lei nº 11.947, de 2009, com vista à autorização, em caráter excepcional, da distribuição de gêneros alimentícios adquiridos com recursos do Programa Nacional de Alimentação Escolar - PNAE aos pais ou responsáveis de estudantes das escolas públicas de educação básica.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Participação por videoconferência. Sem revisão do orador.) - Sr. Presidente, boa noite.
É um fato inédito estarmos a primeira sessão virtual da Câmara dos Deputados. Um abraço a todos os presentes. Semana que vem estarei aí.
Sr. Presidente, nós tivemos reuniões durante ontem e hoje para tentar fechar essa pauta - uma pauta consensual por tudo que nós estamos vivendo. Com relação a esse projeto do Deputado Hildo Rocha, associado com o da Deputada Professora Dorinha Seabra Rezende, nós entendemos que ele é necessário para o momento, principalmente para minimizar os efeitos dessa pandemia para as crianças mais carentes.
Portanto, o Progressista encaminha o voto favorável a esse projeto.",160541,Ordem do Dia,,
2020-04-01T20:44,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=2%2F4%2F2020&txPagina=222&txSuplemento=&enviar=Pesquisar,,,"ORIENTAÇÃO DE BANCADA, PL 1161/2020, PROJETO DE LEI ORDINÁRIA, PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORÁVEL.","Orientação de bancada na votação do Projeto de Lei nº 1.161, de 2020, sobre a suspensão de obrigações e a concessão de auxílio financeiro emergencial aos Estados, ao Distrito Federal e aos Municípios, para reforço dos respectivos fundos de participação diante dos efeitos financeiros provocados pela pandemia de coronavírus. Saudação a Relator da matéria, Deputado Acácio Favacho.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Participação por videoconferência. Sem revisão do orador.) - Sr. Presidente, Deputado Rodrigo Maia, boa noite.
Boa noite a todos Líderes que se encontram aí no plenário.
Quero saudar o Relator pelo brilhante trabalho que fez neste projeto que nós defendemos que todos os Líderes da Câmara pudessem assinar como coautores. Esta é uma matéria que tem por interesse principal a previsibilidade da arrecadação dos Municípios, para que os Prefeitos e os Governadores tenham a previsão de poder arcar com as suas despesas sem terem que pensar em demissões.
Esse primeiro atendimento acontece para que as coisas possam ser feitas com maior clareza neste momento, para que os Municípios não tenham que cortar suas despesas, porque os problemas que acontecerão na saúde acontecem primeiro nos Municípios - na atenção básica, na UPA, nas UBS, nos postos de saúde - e, na sequência, nos Estados. 
Essa previsibilidade, como bem disse o Relator, era o principal motivo para que esse projeto fosse aprovado. Com a sensibilidade da Câmara e, tenho certeza, com a ajuda do Governo Federal, que já manda uma proposta de 16 bilhões - não sabemos se vai ser menos ou mais -, com o Plano Mansueto, sob a relatoria do Deputado Pedro Paulo, que o Partido Progressista se compromete a trabalhar para aprovar, vai resolver mais um monte de questões financeiras, como essa do ICMS para os Estados produtores, os Estados do Sul e do Sudeste.
Mas, neste momento, para os Municípios mais carentes do Brasil, que se encontram na Região Nordeste - no meu Estado de Alagoas -, na Região Norte, na Região Centro-Oeste, esse projeto é de fundamental importância para dar previsibilidade aos Prefeitos e Governadores, pelo menos em relação a esses dois impostos, essas duas formas de recebimento de receita.
Muito obrigado, Presidente. 
O Partido Progressista vota ""sim"".",160541,Ordem do Dia,,
2020-04-03T19:12,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=4%2F4%2F2020&txPagina=83&txSuplemento=&enviar=Pesquisar,,,"ORIENTAÇÃO DE BANCADA, SUBSTITUTIVO, PEC 10/2020, PROPOSTA DE EMENDA À CONSTITUIÇÃO, PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORÁVEL.
RODRIGO MAIA, PRESIDENTE DA CÂMARA DOS DEPUTADOS, CONGRESSO NACIONAL, ATUAÇÃO PARLAMENTAR, VOTAÇÃO, PROPOSIÇÃO LEGISLATIVA, PANDEMIA, CORONAVÍRUS, SAÚDE PÚBLICA, COOPERAÇÃO POLÍTICA, DIÁLOGO POLÍTICO.","Orientação de bancada na votação, em primeiro turno, do Substitutivo oferecido pelo Relator da Comissão Especial à Proposta de Emenda à Constituição nº 10, de 2020, sobre a instituição de regime extraordinário fiscal, financeiro e de contratações, para enfrentamento da calamidade pública nacional decorrente da pandemia de coronavírus, ressalvados os destaques.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Participação por videoconferência. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, a maneira excepcional de tramitação desta PEC na noite de hoje não é por outra causa senão pela excepcionalidade do momento que vivemos no Brasil. 
A aprovação deste tema é de importância fundamental. Eu tenho a intenção de colocar sempre o nosso mandato e a liderança do nosso partido, bem como os Deputados do nosso partido, o Progressistas, à disposição do Brasil neste momento.
O voto é ""sim"".
Quero dizer, Sr. Presidente, que o Congresso Nacional, a Câmara dos Deputados e a sua Presidência têm feito o possível para que esses assuntos mais urgentes e principalmente os mais sensíveis sejam solucionados no desentravar da engrenagem burocrática para resolver essa situação do Brasil. É o que justifica a tramitação de forma excepcional de uma PEC na tentativa de dar o máximo para conseguir a união, de modo que esse tema fique unânime em todos os partidos - unânime no mérito e quase unânime em determinadas emendas que foram tratadas.
Não vou entrar neste momento no mérito deste ou daquele partido que discordou das emendas que não foram acatadas, mas é importante dizer que esta PEC vai cumprir o seu papel, vai destravar os atos do Executivo, vai destravar os atos para as empresas, para os pequenos empresários, para os médios empresários e para toda uma situação que nós ainda vamos ver no Brasil se acumular e se agravar.
Eu não tenho dúvida de que nós estamos ainda engatinhando no desenrolar desta crise, desta pandemia, e em todos os esforços têm que ser feitos, como disseram vários Líderes que falaram antes de mim, sem absolutamente nenhum cunho ideológico, sem basicamente nenhum cunho demagógico, e sim com o espírito público voltado para atender àqueles que nos cofiaram o mandato para representá-los.
V.Exa. está de parabéns, Sr. Presidente, pela condução! Estão de parabéns todos os líderes da Oposição, do Centro, da Direita, todos os que comungaram na confecção desse texto do Deputado Hugo Motta, que teve sensibilidade em acatar várias emendas e tratar desse tema com a maior celeridade possível! Meus parabéns!
O Progressistas vota ""sim"", Presidente.",160541,Ordem do Dia,,
2020-04-07T15:48,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=8%2F4%2F2020&txPagina=41&txSuplemento=&enviar=Pesquisar,,,"ORIENTAÇÃO DE BANCADA, REQUERIMENTO DE URGÊNCIA, PL 848/2020, PROJETO DE LEI ORDINÁRIA, PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORÁVEL. 
ACORDO DE LIDERANÇAS, APRECIAÇÃO, MPV 905/2019, MEDIDA PROVISÓRIA, PLP 149/2020, PROJETO DE LEI COMPLEMENTAR.","Expectativa de convocação de reunião de Líderes para debate da votação da Medida Provisória nº 905, de 2019, acerca da instituição do Contrato de Trabalho Verde e Amarelo e da alteração da legislação trabalhista brasileira, bem como do Projeto de Lei Complementar nº 149, de 2019 (Plano Mansueto) sobre a criação do Programa de Acompanhamento e Transparência Fiscal, do Plano de Promoção do Equilíbrio Fiscal, e alteração das Leis Complementares de nºs 101, de 2000, e 156, de 2016; das Leis de nºs 12.348, de 2010, e 12.649, de 2012, e da Medida Provisória nº 2.185-35,de 2001. Orientação de bancada na votação do requerimento de tramitação em regime de urgência do Projeto de Lei nº 848, de 2020,sobre alteração da Lei nº 5.991, de 1973, acerca do Controle Sanitário do Comércio de Drogas, Medicamentos, Insumos Farmacêuticos e Correlatos, com vista à validade de receita de fármacos durante surtos epidêmicos.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Participação por videoconferência. Sem revisão do orador.) - Neste dia de terça-feira, nós esperamos que V.Exa. consiga, Sr. Presidente, conduzir uma reunião ou uma conversa com todos os Líderes, para que até amanhã tentemos realmente conseguir o consenso nas matérias que são importantes, tanto no Plano Mansueto, que nós fechamos compromisso em votar, quanto na MP 905/19.
Com relação ao requerimento de urgência ao PL n° 848, de 2020, o Progressistas encaminha ""sim"", Presidente.",160541,Ordem do Dia,,
2020-04-07T18:12,,,PELA ORDEM,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=8%2F4%2F2020&txPagina=83&txSuplemento=&enviar=Pesquisar,,,"ORIENTAÇÃO DE BANCADA, SUBEMENDA SUBSTITUTIVA GLOBAL, PL 848/2020, PROJETO DE LEI ORDINÁRIA, PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORÁVEL.
MESA DIRETORA, DEVOLUÇÃO, RECURSOS ORÇAMENTÁRIOS, CÂMARA DOS DEPUTADOS, TESOURO NACIONAL, COMBATE, PANDEMIA, CORONAVÍRUS.
AGENDA LEGISLATIVA, PLANO DE PROMOÇÃO DO EQUILÍBRIO FISCAL, MPV 905/2019, MEDIDA PROVISÓRIA, CRIAÇÃO, CONTRATO DE TRABALHO VERDE E AMARELO.","Orientação de bancada na votação da Subemenda Substitutiva Global oferecida pela Relatora da Comissão de Seguridade Social e Família ao Projeto de Lei nº 848, de 2020, sobre alteração da Lei nº 5.991, de 1973, acerca do Controle Sanitário do Comércio de Drogas, Medicamentos, Insumos Farmacêuticos e Correlatos, com vista à validade de receita de fármacos durante surtos epidêmicos, ressalvados os destaques. Acerto da decisão do Presidente Rodrigo Maia de destinação de recursos da Casa para combate à pandemia de coronavírus. Necessidade de decisão, pela Câmara dos Deputados, a respeito da apreciação do Projeto de Lei Complementar nº 149, de 2019, (Plano Mansueto) sobre a instituição do Programa de Acompanhamento e Transparência Fiscal, do Plano de Promoção do Equilíbrio Fiscal; a alteração das leis Complementares de nºs 101, de 2000, e 156, de 2016; das Leis de nºs 12.348, de 2010, e 12.649, de 2012, e da Medida Provisória nº 2.185-35, de 2001, bem como da Medida Provisória nº 905, de 2019, relativa à instituição do Contrato de Trabalho Verde e Amarelo e à alteração da legislação trabalhista brasileira.","O SR. ARTHUR LIRA (Bloco/PP - AL. Pela ordem. Participação por videoconferência. Sem revisão do orador.) - O PP orienta ""sim"" ao projeto do Deputado Kim Kataguiri, relatado pela Deputada Alice Portugal.
Presidente, também quero ressaltar, neste breve espaço de tempo, a medida tomada pela Mesa Diretora de fazer a devolução para o Tesouro de 150 milhões de reais, economia que foi feita neste período em que o Parlamento não está funcionando na sua plenitude.
Parabéns a V.Exa., à Mesa Diretora e a todo o corpo legislativo que compõe a Câmara dos Deputados.
Sr. Presidente, com relação, mais uma vez, à questão da MP 905 e do Plano Mansueto, eu acho que é importante que tenhamos uma definição o mais rápido possível. Na realidade, nós fizemos o compromisso e vamos tentar encontrar uma pauta de consenso que atenda os Estados neste momento de dificuldade.
O Progressistas, com relação ao PL 848, encaminha ""sim"", Sr. Presidente.
Muito obrigado.",160541,Ordem do Dia,,
2020-04-08T15:56,,,COMO LÍDER,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=9%2F4%2F2020&txPagina=47&txSuplemento=&enviar=Pesquisar,,,"ALTERAÇÃO, REDAÇÃO (TEXTO),  PEDRO PAULO, DEPUTADO FEDERAL, RELATOR, PLP 149/2019, PROJETO DE LEI COMPLEMENTAR, PLANO DE PROMOÇÃO DO EQUILÍBRIO FISCAL, AJUSTE FISCAL, UNIÃO, ESTADO (ENTE FEDERADO), DISTRITO FEDERAL (BRASIL), MUNICÍPIO, RESPONSABILIDADE FISCAL, PANDEMIA, CORONAVÍRUS, CALAMIDADE PÚBLICA, RECEITA CORRENTE LÍQUIDA, ENDIVIDAMENTO, SUPRESSÃO, CONTRAPARTIDA, SUSPENSÃO, PAGAMENTO, DÍVIDA PÚBLICA, REFINANCIAMENTO, OPERAÇÃO DE CRÉDITO, DESPESA PÚBLICA, EMPRÉSTIMO, IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNICAÇÃO (ICMS), PARTIDO PROGRESSISTA (PP) (2003), VOTO FAVORÁVEL.
CÂMARA DOS DEPUTADOS, COOPERAÇÃO POLÍTICA, DIÁLOGO POLÍTICO, OPOSIÇÃO POLÍTICA, JOSÉ GUIMARÃES, DEPUTADO FEDERAL, VOTAÇÃO, PROPOSIÇÃO LEGISLATIVA, PANDEMIA, CORONAVÍRUS, ACORDO, MPV 905/2019, MEDIDA PROVISÓRIA, CRIAÇÃO, CONTRATO DE TRABALHO VERDE E AMARELO, INCENTIVO, CONTRATAÇÃO, JOVEM, MERCADO DE TRABALHO, PRIMEIRO EMPREGO, GERAÇÃO DE EMPREGO, LEGISLAÇÃO TRABALHISTA.","Elogio ao Deputado Pedro Paulo pelo substitutivo oferecido ao Projeto de Lei Complementar nº 149, de 2019 (Plano Mansueto) sobre a criação do Programa de Acompanhamento e Transparência Fiscal, do Plano de Promoção do Equilíbrio Fiscal, e alteração das Leis Complementares de nºs 101, de 2000, e 156, de 2016; das Leis de nºs 12.348, de 2010, e 12.649, de 2012, e da Medida Provisória nº 2.185-35, de 2001. Congratulações à Casa e às Lideranças partidárias pelo acordo construído em torno do texto da proposição. Defesa de votação da Medida Provisória nº 905, de 2019, sobre a instituição do Contrato de Trabalho Verde e Amarelo e a alteração da legislação trabalhista brasileira. Pedido ao Relator Pedro Paulo de reexame do § 2º, do art. 5º, do substitutivo oferecido ao Projeto de Lei Complementar nº 149. de 2019.","O SR. ARTHUR LIRA (Bloco/PP - AL. Como Líder. Participação por videoconferência. Sem revisão do orador.) - Sr. Presidente, nesta minha fala, quero enaltecer o voto do Deputado Pedro Paulo, a sua relatoria muito benfeita. O Deputado Pedro Paulo sempre é sensível aos pleitos de todos os partidos, de todos os Estados.
Sr. Presidente, se eu me exceder no tempo, peço que acrescente o tempo de Líder. O.k.?
O Deputado Pedro Paulo, é sempre muito solícito. O Projeto Mansueto, por acomodações políticas entre os Estados e situações que fugiram ao controle do Parlamento neste momento, poderia trazer mais danos para a economia no futuro do que acertos. O fato de segregar, no PLP 149, alguns temas que são mais importantes, como o não pagamento da dívida dos Estados durante o ano de 2020, para que esse recurso seja destinado ao tratamento da COVID, à geração de renda, de emprego e de alimentos nos Estados; o fato de os 30 bilhões do ICMS serem destinados para a garantia da mesma arrecadação de abril, maio e junho, nos mesmos índices do ano passado; a possibilidade igualitária dos empréstimos na faixa dos 8% da Receita Corrente Líquida, para os Estados também ajudarem nos seus custos, que não serão poucos nesta época de pandemia; além do repasse dos 25% dos Municípios que também têm direito ao ICMS, são muito bem-vindos neste momento, Sr. Presidente.
Têm que se congratular a Câmara dos Deputados, as Lideranças partidárias, tanto de esquerda quanto de centro e de direita, pela articulação, sempre buscando o entendimento, o entendimento em todos os pontos, não só em relação aos pontos com os quais a Esquerda concorda, não só em relação aos pontos com os quais a Direita concorda, não só em relação aos pontos com os quais o Centro concorda. Nós temos divergências pragmáticas, ideológicas, que, neste momento, têm que ser superadas com bom nível, bom senso, boa relação, bom trâmite, bom companheirismo, o que não foi demonstrado na fala injusta, do meu ponto de vista, do Líder José Guimarães, quando enalteceu V.Exa. e afirmou que todos os Líderes de centro o pressionam para a votação da MP 905. Nós estamos dialogando há mais de 1 semana. Aliás, hoje de manhã liguei pessoalmente para o Deputado José Guimarães, pedi a ele que refletisse, porque o Relator estava disposto a retirar todos os contratempos trabalhistas que estivessem naquela medida provisória, porque não compactuamos com isso neste momento. Mas a medida provisória também tem muita coisa importante para ajudar os pequenos e microempresários, os pequenos e microempreendedores, na geração e na manutenção de emprego neste momento. Eu fiz um apelo à Oposição: se quisesse votar contra, que votasse, expressasse, deixasse, mas não obstruísse, porque esse é um tema que realmente traz consenso para os partidos de centro. A pedido de V.Exa., Sr. Presidente Rodrigo Maia, eu mesmo liguei para vários Líderes, para tentar chegar a um acordo para a votação desta matéria. Não é possível? Vamos em frente. Não há problema, não há diminuição nem engrandecimento neste momento. O que há é a necessidade de colocar as coisas com muita clareza, Deputado José Guimarães. Nós somos parceiros dos partidos de esquerda, nós defendemos muitas das teses que V.Exas., às vezes, encampam ideologicamente. O Centro nunca se furtou a colaborar com parceria no âmbito das votações que melhorem a vida das pessoas no Brasil. Neste momento, com muita tristeza, tivemos que ouvir uma fala ideológica, pragmática e desvirtuada do que aconteceu e do que acontece hoje. Eu pediria inclusive até o próprio pronunciamento do Presidente Rodrigo Maia, que dissesse se estou mentindo ou falando a verdade.
Quero fazer um pedido ao Relator, o Deputado Pedro Paulo. O texto dele, no § 2º do art. 5º, diz que aos empréstimos contraídos até 31 de março não será aplicada a mesma regra dos 8% da Receita Corrente Líquida.
Eu pediria ao Relator Pedro Paulo que, com toda a sensibilidade que tem e a boa técnica legislativa que emprega, fizesse com que todos os efeitos viessem após a publicação da lei, com que o prazo de 31 de março fosse modificado e passasse a valer o prazo da promulgação do PLP, que espero tenha o seu conteúdo aprovado por unanimidade nesta Casa hoje, porque os Estados vão precisar muito, pelo que se avizinha por aí.
A população tem que estar consciente de que foi trancada muito precocemente em casa e que o momento, agora, é de tensão. As taxas vão dobrar, como disse o Deputado Marcelo Ramos, já alertando sobre o Amazonas. As taxas de mortes e confirmações vão dobrar, dia após dia. Neste momento de muitas dificuldades, Estados e Municípios precisam estar com as suas finanças previsíveis, com as suas receitas atendidas na previsibilidade e ter a chance de combater em pé de igualdade esta pandemia.
Os brasileiros precisam e esperam um posicionamento mais tranquilo desta Casa. Em cima dessa tranquilidade é que eu reafirmo, Sr. Presidente, Deputado Rodrigo, o nosso compromisso, o compromisso dos partidos de centro, do Partido Progressista, de sempre estarem abertos ao diálogo, às conversas, às negociações. Esta tem sido sempre a nossa pauta no Congresso Nacional: dar o equilíbrio necessário, para que, nos momentos de dificuldade, não tenhamos a exposição, o fato exponencial de um ou outro querer usar de maneira equivocada o tempo de sua fala.
Desculpe-me, se o meu pronunciamento foi deveras longo. O voto do Progressista - é lógico, com o acatamento do Relator, o Deputado Pedro Paulo, a essa modificação no § 2º - , é ""sim"", Sr. Presidente.
Muito obrigado.",160541,Ordem do Dia,,
